order_id,customer_id,order_date,order_status,total_amount,payment_method,product_category,customer_city,customer_rating,delivery_days
ORD00747,CUST1517,2023-04-19 22:30:24.844968994,Delivered,493.24,Debit Card,Home & Garden,Fortaleza,5,12
ORD00748,CUST1099,2023-04-20 02:00:41.768353670,Delivered,327.18,Debit Card,Sports,Fortaleza,5,7
ORD00749,CUST0413,2023-04-20 05:30:58.691738348,Shipped,432.92,Credit Card,Sports,Brasilia,5,2
ORD00750,CUST1400,2023-04-20 09:01:15.615123024,Delivered,473.98,Credit Card,Clothing,Sao Paulo,4,7
ORD00751,CUST1444,2023-04-20 12:31:32.538507702,Delivered,466.33,Credit Card,Sports,Fortaleza,4,9
ORD00752,CUST0729,2023-04-20 16:01:49.461892378,Delivered,203.08,Credit Card,Home & Garden,Fortaleza,3,8
ORD00753,CUST1301,2023-04-20 19:32:06.385277056,Delivered,57.76,Credit Card,Books,Sao Paulo,3,10
ORD00754,CUST1021,2023-04-20 23:02:23.308661732,Delivered,102.5,Credit Card,Electronics,Sao Paulo,5,9
ORD00755,CUST0761,2023-04-21 02:32:40.232046410,Delivered,48.43,Debit Card,Clothing,Rio de Janeiro,4,14
ORD00756,CUST0676,2023-04-21 06:02:57.155431086,Delivered,70.59,Debit Card,Home & Garden,Rio de Janeiro,5,4
ORD00757,CUST1418,2023-04-21 09:33:14.078815764,Delivered,108.63,Credit Card,Clothing,Sao Paulo,5,8
ORD00758,CUST1893,2023-04-21 13:03:31.002200440,Delivered,183.73,Debit Card,Beauty,Salvador,3,9
ORD00759,CUST0457,2023-04-21 16:33:47.925585118,Delivered,280.9,Cash,Books,Sao Paulo,5,10
ORD00760,CUST0920,2023-04-21 20:04:04.848969794,Delivered,361.61,Credit Card,Sports,Rio de Janeiro,4,12
ORD00761,CUST0192,2023-04-21 23:34:21.772354472,Delivered,121.25,Credit Card,Beauty,Brasilia,4,2
ORD00762,CUST0739,2023-04-22 03:04:38.695739148,Delivered,342.81,Debit Card,Sports,Brasilia,5,10
ORD00763,CUST1713,2023-04-22 06:34:55.619123824,Delivered,358.04,Credit Card,Home & Garden,Fortaleza,5,3
ORD00764,CUST1123,2023-04-22 10:05:12.542508502,Delivered,288.14,Debit Card,Books,Brasilia,5,1
ORD00765,CUST1572,2023-04-22 13:35:29.465893178,Delivered,453.74,PayPal,Electronics,Rio de Janeiro,5,1
ORD00766,CUST0978,2023-04-22 17:05:46.389277856,Delivered,73.28,Credit Card,Electronics,Brasilia,1,10
ORD00767,CUST1009,2023-04-22 20:36:03.312662532,Delivered,105.02,Debit Card,Sports,Salvador,3,6
ORD00768,CUST0096,2023-04-23 00:06:20.236047210,Delivered,225.76,Debit Card,Beauty,Sao Paulo,2,1
ORD00769,CUST1688,2023-04-23 03:36:37.159431886,Delivered,80.82,Credit Card,Books,Sao Paulo,4,5
ORD00770,CUST0663,2023-04-23 07:06:54.082816564,Delivered,291.82,Credit Card,Books,Rio de Janeiro,4,14
ORD00771,CUST1214,2023-04-23 10:37:11.006201240,Delivered,211.23,PayPal,Home & Garden,Fortaleza,5,14
ORD00772,CUST1760,2023-04-23 14:07:27.929585918,Delivered,156.61,Cash,Beauty,Sao Paulo,5,6
ORD00773,CUST0037,2023-04-23 17:37:44.852970594,Delivered,101.6,PayPal,Electronics,Brasilia,5,9
ORD00774,CUST1804,2023-04-23 21:08:01.776355272,Delivered,180.96,Cash,Home & Garden,Salvador,5,6
ORD00775,CUST1393,2023-04-24 00:38:18.699739948,Delivered,311.82,Credit Card,Clothing,Fortaleza,3,14
ORD00776,CUST1719,2023-04-24 04:08:35.623124626,Delivered,296.38,Credit Card,Books,Fortaleza,5,4
ORD00777,CUST1549,2023-04-24 07:38:52.546509302,Shipped,98.54,Credit Card,Electronics,Fortaleza,4,1
ORD00778,CUST0279,2023-04-24 11:09:09.469893978,Delivered,79.96,Credit Card,Home & Garden,Sao Paulo,4,6
ORD00779,CUST0217,2023-04-24 14:39:26.393278656,Delivered,32.8,PayPal,Sports,Fortaleza,5,7
ORD00780,CUST0867,2023-04-24 18:09:43.316663332,Delivered,25.96,Cash,Clothing,Rio de Janeiro,2,5
ORD00781,CUST0873,2023-04-24 21:40:00.240048010,Delivered,442.31,PayPal,Home & Garden,Brasilia,5,6
ORD00782,CUST1822,2023-04-25 01:10:17.163432686,Delivered,41.64,Debit Card,Sports,Salvador,5,10
ORD00783,CUST1297,2023-04-25 04:40:34.086817364,Delivered,370.99,Credit Card,Electronics,Brasilia,5,8
ORD00784,CUST1905,2023-04-25 08:10:51.010202040,Delivered,438.55,Credit Card,Electronics,Rio de Janeiro,5,1
ORD00785,CUST0062,2023-04-25 11:41:07.933586718,Delivered,67.07,Credit Card,Clothing,Rio de Janeiro,5,8
ORD00786,CUST0596,2023-04-25 15:11:24.856971394,Delivered,229.42,Debit Card,Sports,Brasilia,2,12
ORD00787,CUST1904,2023-04-25 18:41:41.780356072,Shipped,481.91,Credit Card,Books,Sao Paulo,3,13
ORD00788,CUST0729,2023-04-25 22:11:58.703740748,Shipped,420.39,Cash,Electronics,Rio de Janeiro,4,11
ORD00789,CUST1366,2023-04-26 01:42:15.627125426,Delivered,255.06,PayPal,Beauty,Fortaleza,3,2
ORD00790,CUST0397,2023-04-26 05:12:32.550510102,Delivered,386.03,Credit Card,Books,Salvador,5,2
ORD00791,CUST0699,2023-04-26 08:42:49.473894780,Delivered,420.02,Credit Card,Books,Salvador,4,8
ORD00792,CUST1043,2023-04-26 12:13:06.397279456,Delivered,187.05,Debit Card,Home & Garden,Rio de Janeiro,5,2
ORD00793,CUST0177,2023-04-26 15:43:23.320664132,Delivered,448.23,Credit Card,Home & Garden,Fortaleza,5,8
ORD00794,CUST1636,2023-04-26 19:13:40.244048810,Delivered,245.83,PayPal,Electronics,Brasilia,3,5
ORD00795,CUST0396,2023-04-26 22:43:57.167433486,Delivered,273.35,Debit Card,Books,Salvador,4,9
ORD00796,CUST0445,2023-04-27 02:14:14.090818164,Processing,499.86,Credit Card,Home & Garden,Fortaleza,4,9
ORD00797,CUST1257,2023-04-27 05:44:31.014202840,Delivered,424.79,Credit Card,Sports,Fortaleza,4,14
ORD00798,CUST1939,2023-04-27 09:14:47.937587518,Delivered,193.65,Credit Card,Sports,Sao Paulo,5,8
ORD00799,CUST0076,2023-04-27 12:45:04.860972194,Delivered,24.97,PayPal,Sports,Rio de Janeiro,1,14
ORD00800,CUST0265,2023-04-27 16:15:21.784356872,Delivered,320.56,Credit Card,Sports,Fortaleza,5,9
ORD00801,CUST0455,2023-04-27 19:45:38.707741548,Delivered,357.88,PayPal,Books,Brasilia,4,7
ORD00802,CUST1820,2023-04-27 23:15:55.631126226,Delivered,332.39,Debit Card,Sports,Salvador,5,8
ORD00803,CUST0718,2023-04-28 02:46:12.554510902,Delivered,484.57,Debit Card,Books,Sao Paulo,5,6
ORD00804,CUST0735,2023-04-28 06:16:29.477895580,Delivered,434.23,Credit Card,Electronics,Brasilia,4,9
ORD00805,CUST1408,2023-04-28 09:46:46.401280256,Delivered,235.44,Debit Card,Electronics,Salvador,1,2
ORD00806,CUST1588,2023-04-28 13:17:03.324664934,Delivered,50.17,Debit Card,Sports,Rio de Janeiro,5,3
ORD00807,CUST0851,2023-04-28 16:47:20.248049610,Delivered,248.51,Debit Card,Sports,Brasilia,5,2
ORD00808,CUST1530,2023-04-28 20:17:37.171434286,Delivered,350.84,PayPal,Sports,Salvador,4,6
ORD00809,CUST1391,2023-04-28 23:47:54.094818964,Delivered,311.7,Debit Card,Electronics,Sao Paulo,4,3
ORD00810,CUST0144,2023-04-29 03:18:11.018203640,Delivered,278.31,PayPal,Home & Garden,Salvador,3,11
ORD00811,CUST0885,2023-04-29 06:48:27.941588318,Delivered,245.03,Credit Card,Electronics,Fortaleza,4,1
ORD00812,CUST1093,2023-04-29 10:18:44.864972994,Delivered,161.01,PayPal,Sports,Sao Paulo,4,4
ORD00813,CUST1123,2023-04-29 13:49:01.788357672,Cancelled,153.13,Credit Card,Home & Garden,Brasilia,4,5
ORD00814,CUST0396,2023-04-29 17:19:18.711742348,Delivered,260.11,PayPal,Home & Garden,Rio de Janeiro,5,12
ORD00815,CUST1049,2023-04-29 20:49:35.635127026,Delivered,97.09,Cash,Clothing,Sao Paulo,4,11
ORD00816,CUST0948,2023-04-30 00:19:52.558511702,Delivered,183.53,Credit Card,Books,Sao Paulo,2,4
ORD00817,CUST0891,2023-04-30 03:50:09.481896380,Delivered,175.51,Debit Card,Sports,Sao Paulo,4,6
ORD00818,CUST1493,2023-04-30 07:20:26.405281056,Delivered,301.82,Debit Card,Books,Salvador,5,3
ORD00819,CUST1508,2023-04-30 10:50:43.328665734,Delivered,52.01,Credit Card,Clothing,Fortaleza,4,10
ORD00820,CUST1589,2023-04-30 14:21:00.252050410,Delivered,418.24,Credit Card,Books,Rio de Janeiro,5,6
ORD00821,CUST1175,2023-04-30 17:51:17.175435088,Delivered,289.94,Credit Card,Sports,Rio de Janeiro,5,10
ORD00822,CUST1168,2023-04-30 21:21:34.098819764,Shipped,342.0,PayPal,Clothing,Fortaleza,4,14
ORD00823,CUST0569,2023-05-01 00:51:51.022204442,Delivered,357.49,PayPal,Books,Salvador,3,1
ORD00824,CUST1063,2023-05-01 04:22:07.945589118,Delivered,159.91,Debit Card,Electronics,Salvador,5,6
ORD00825,CUST0109,2023-05-01 07:52:24.868973794,Shipped,245.78,Debit Card,Home & Garden,Fortaleza,5,13
ORD00826,CUST1717,2023-05-01 11:22:41.792358472,Delivered,479.0,Debit Card,Clothing,Fortaleza,5,8
ORD00827,CUST1066,2023-05-01 14:52:58.715743148,Delivered,388.02,Credit Card,Electronics,Brasilia,5,10
ORD00828,CUST1210,2023-05-01 18:23:15.639127826,Delivered,485.39,Credit Card,Sports,Salvador,5,14
ORD00829,CUST0935,2023-05-01 21:53:32.562512502,Delivered,378.2,Debit Card,Home & Garden,Sao Paulo,1,13
ORD00830,CUST0398,2023-05-02 01:23:49.485897180,Delivered,104.29,Cash,Clothing,Rio de Janeiro,5,8
ORD00831,CUST1247,2023-05-02 04:54:06.409281856,Delivered,50.98,Debit Card,Home & Garden,Salvador,5,1
ORD00832,CUST0634,2023-05-02 08:24:23.332666534,Delivered,297.28,Debit Card,Beauty,Fortaleza,4,14
ORD00833,CUST1157,2023-05-02 11:54:40.256051210,Delivered,191.75,PayPal,Beauty,Sao Paulo,5,13
ORD00834,CUST1187,2023-05-02 15:24:57.179435888,Delivered,152.22,Credit Card,Clothing,Brasilia,5,7
ORD00835,CUST1239,2023-05-02 18:55:14.102820564,Delivered,407.46,Debit Card,Clothing,Brasilia,3,14
ORD00836,CUST0733,2023-05-02 22:25:31.026205242,Delivered,196.16,Credit Card,Books,Sao Paulo,4,10
ORD00837,CUST0235,2023-05-03 01:55:47.949589918,Processing,172.16,Credit Card,Home & Garden,Sao Paulo,4,10
ORD00838,CUST1867,2023-05-03 05:26:04.872974596,Delivered,427.99,Debit Card,Beauty,Fortaleza,4,12
ORD00839,CUST0658,2023-05-03 08:56:21.796359272,Shipped,426.22,Debit Card,Beauty,Fortaleza,2,4
ORD00840,CUST0751,2023-05-03 12:26:38.719743948,Processing,191.06,Credit Card,Home & Garden,Rio de Janeiro,3,14
ORD00841,CUST0588,2023-05-03 15:56:55.643128626,Delivered,419.6,Debit Card,Beauty,Rio de Janeiro,3,12
ORD00842,CUST1033,2023-05-03 19:27:12.566513302,Delivered,428.37,Debit Card,Electronics,Brasilia,4,6
ORD00843,CUST1098,2023-05-03 22:57:29.489897980,Delivered,223.49,PayPal,Beauty,Sao Paulo,5,6
ORD00844,CUST0954,2023-05-04 02:27:46.413282656,Delivered,51.91,PayPal,Beauty,Brasilia,4,5
ORD00845,CUST0492,2023-05-04 05:58:03.336667334,Delivered,20.76,Credit Card,Sports,Fortaleza,4,10
ORD00846,CUST0913,2023-05-04 09:28:20.260052010,Delivered,271.18,Cash,Electronics,Salvador,4,9
ORD00847,CUST1277,2023-05-04 12:58:37.183436688,Delivered,185.16,Debit Card,Books,Fortaleza,5,11
ORD00848,CUST1254,2023-05-04 16:28:54.106821364,Processing,498.62,PayPal,Clothing,Salvador,2,10
ORD00849,CUST1543,2023-05-04 19:59:11.030206042,Shipped,390.76,Debit Card,Beauty,Sao Paulo,3,8
ORD00850,CUST1198,2023-05-04 23:29:27.953590718,Delivered,385.41,Credit Card,Books,Sao Paulo,4,12
ORD00851,CUST1677,2023-05-05 02:59:44.876975396,Delivered,478.52,Credit Card,Books,Sao Paulo,5,6
ORD00852,CUST1192,2023-05-05 06:30:01.800360072,Delivered,446.11,Debit Card,Electronics,Rio de Janeiro,5,4
ORD00853,CUST0170,2023-05-05 10:00:18.723744750,Delivered,172.73,Debit Card,Clothing,Rio de Janeiro,3,13
ORD00854,CUST1417,2023-05-05 13:30:35.647129426,Delivered,99.67,Debit Card,Sports,Salvador,4,4
ORD00855,CUST0946,2023-05-05 17:00:52.570514102,Delivered,378.03,Credit Card,Books,Brasilia,3,13
ORD00856,CUST0795,2023-05-05 20:31:09.493898780,Delivered,201.57,Credit Card,Sports,Brasilia,3,9
ORD00857,CUST0634,2023-05-06 00:01:26.417283456,Shipped,247.12,Credit Card,Clothing,Salvador,5,14
ORD00858,CUST1218,2023-05-06 03:31:43.340668134,Delivered,322.59,Debit Card,Clothing,Rio de Janeiro,4,12
ORD00859,CUST1541,2023-05-06 07:02:00.264052810,Delivered,455.78,Credit Card,Electronics,Fortaleza,5,13
ORD00860,CUST0029,2023-05-06 10:32:17.187437488,Delivered,221.16,Debit Card,Home & Garden,Salvador,4,4
ORD00861,CUST1189,2023-05-06 14:02:34.110822164,Delivered,395.99,Credit Card,Beauty,Brasilia,5,13
ORD00862,CUST1446,2023-05-06 17:32:51.034206842,Delivered,148.8,PayPal,Electronics,Salvador,4,7
ORD00863,CUST0339,2023-05-06 21:03:07.957591518,Processing,355.03,Credit Card,Sports,Salvador,4,14
ORD00864,CUST1672,2023-05-07 00:33:24.880976196,Delivered,20.76,Credit Card,Electronics,Sao Paulo,5,6
ORD00865,CUST1520,2023-05-07 04:03:41.804360872,Delivered,438.32,Debit Card,Clothing,Rio de Janeiro,3,2
ORD00866,CUST1389,2023-05-07 07:33:58.727745550,Delivered,34.58,Debit Card,Books,Sao Paulo,5,5
ORD00867,CUST1857,2023-05-07 11:04:15.651130226,Delivered,362.12,Credit Card,Beauty,Rio de Janeiro,5,3
ORD00868,CUST1366,2023-05-07 14:34:32.574514904,Delivered,42.2,Cash,Beauty,Salvador,3,9
ORD00869,CUST0500,2023-05-07 18:04:49.497899580,Delivered,147.8,Credit Card,Home & Garden,Rio de Janeiro,5,10
ORD00870,CUST1681,2023-05-07 21:35:06.421284256,Delivered,258.66,Credit Card,Clothing,Brasilia,2,1
ORD00871,CUST0511,2023-05-08 01:05:23.344668934,Delivered,221.57,Credit Card,Beauty,Sao Paulo,4,10
ORD00872,CUST1351,2023-05-08 04:35:40.268053610,Delivered,112.08,Credit Card,Beauty,Salvador,5,4
ORD00873,CUST0217,2023-05-08 08:05:57.191438288,Delivered,180.23,Credit Card,Books,Brasilia,5,13
ORD00874,CUST1325,2023-05-08 11:36:14.114822964,Shipped,369.3,Credit Card,Sports,Rio de Janeiro,2,4
ORD00875,CUST1156,2023-05-08 15:06:31.038207642,Delivered,341.24,PayPal,Sports,Rio de Janeiro,5,9
ORD00876,CUST1828,2023-05-08 18:36:47.961592318,Delivered,54.47,Credit Card,Sports,Brasilia,5,14
ORD00877,CUST1094,2023-05-08 22:07:04.884976996,Delivered,378.71,Debit Card,Electronics,Rio de Janeiro,3,1
ORD00878,CUST1276,2023-05-09 01:37:21.808361672,Delivered,45.46,Credit Card,Sports,Sao Paulo,5,2
ORD00879,CUST1439,2023-05-09 05:07:38.731746350,Delivered,280.6,Credit Card,Sports,Fortaleza,5,1
ORD00880,CUST1811,2023-05-09 08:37:55.655131026,Delivered,144.83,Credit Card,Electronics,Rio de Janeiro,5,13
ORD00881,CUST0445,2023-05-09 12:08:12.578515704,Delivered,302.09,PayPal,Books,Salvador,3,1
ORD00882,CUST0876,2023-05-09 15:38:29.501900380,Shipped,145.44,Debit Card,Clothing,Rio de Janeiro,5,12
ORD00883,CUST1206,2023-05-09 19:08:46.425285058,Delivered,492.78,PayPal,Beauty,Salvador,2,14
ORD00884,CUST0167,2023-05-09 22:39:03.348669734,Processing,168.67,Credit Card,Home & Garden,Rio de Janeiro,5,13
ORD00885,CUST0091,2023-05-10 02:09:20.272054412,Delivered,136.14,PayPal,Beauty,Rio de Janeiro,5,1
ORD00886,CUST0714,2023-05-10 05:39:37.195439088,Processing,153.66,Debit Card,Sports,Salvador,4,3
ORD00887,CUST1882,2023-05-10 09:09:54.118823764,Delivered,450.31,Credit Card,Sports,Sao Paulo,3,11
ORD00888,CUST1555,2023-05-10 12:40:11.042208442,Delivered,325.39,Credit Card,Beauty,Fortaleza,5,14
ORD00889,CUST0039,2023-05-10 16:10:27.965593118,Shipped,370.73,Credit Card,Beauty,Fortaleza,5,4
ORD00890,CUST1150,2023-05-10 19:40:44.888977796,Delivered,460.65,Debit Card,Sports,Sao Paulo,4,10
ORD00891,CUST1475,2023-05-10 23:11:01.812362472,Shipped,457.7,Credit Card,Electronics,Rio de Janeiro,4,2
ORD00892,CUST0173,2023-05-11 02:41:18.735747150,Delivered,374.69,Debit Card,Electronics,Fortaleza,5,14
ORD00893,CUST0653,2023-05-11 06:11:35.659131826,Delivered,114.96,Debit Card,Electronics,Sao Paulo,4,1
ORD00894,CUST0754,2023-05-11 09:41:52.582516504,Delivered,424.82,Debit Card,Home & Garden,Sao Paulo,2,5
ORD00895,CUST1244,2023-05-11 13:12:09.505901180,Processing,117.81,Credit Card,Clothing,Fortaleza,5,6
ORD00896,CUST1662,2023-05-11 16:42:26.429285858,Delivered,376.59,Debit Card,Sports,Salvador,4,2
ORD00897,CUST1082,2023-05-11 20:12:43.352670534,Delivered,349.09,Credit Card,Books,Brasilia,4,3
ORD00898,CUST1684,2023-05-11 23:43:00.276055212,Delivered,384.27,Credit Card,Beauty,Salvador,4,10
ORD00899,CUST0476,2023-05-12 03:13:17.199439888,Delivered,275.69,Debit Card,Beauty,Rio de Janeiro,5,3
ORD00900,CUST0456,2023-05-12 06:43:34.122824566,Delivered,326.59,Credit Card,Sports,Salvador,4,2
ORD00901,CUST0829,2023-05-12 10:13:51.046209242,Delivered,477.59,Credit Card,Sports,Brasilia,5,4
ORD00902,CUST0895,2023-05-12 13:44:07.969593918,Delivered,68.52,Credit Card,Sports,Brasilia,5,14
ORD00903,CUST1385,2023-05-12 17:14:24.892978596,Delivered,168.25,Credit Card,Beauty,Sao Paulo,1,5
ORD00904,CUST1959,2023-05-12 20:44:41.816363272,Delivered,313.45,Credit Card,Sports,Rio de Janeiro,5,8
ORD00905,CUST1025,2023-05-13 00:14:58.739747950,Processing,482.75,Credit Card,Beauty,Sao Paulo,4,6
ORD00906,CUST0387,2023-05-13 03:45:15.663132626,Delivered,65.88,Debit Card,Clothing,Salvador,5,9
ORD00907,CUST1997,2023-05-13 07:15:32.586517304,Delivered,30.82,Credit Card,Books,Salvador,4,3
ORD00908,CUST0348,2023-05-13 10:45:49.509901980,Delivered,46.76,Cash,Electronics,Fortaleza,5,10
ORD00909,CUST0190,2023-05-13 14:16:06.433286658,Delivered,45.15,Credit Card,Books,Sao Paulo,4,9
ORD00910,CUST0505,2023-05-13 17:46:23.356671334,Delivered,455.75,Credit Card,Sports,Sao Paulo,1,11
ORD00911,CUST1215,2023-05-13 21:16:40.280056012,Delivered,366.2,Debit Card,Books,Sao Paulo,5,14
ORD00912,CUST1532,2023-05-14 00:46:57.203440688,Delivered,345.01,Credit Card,Sports,Sao Paulo,1,11
ORD00913,CUST1393,2023-05-14 04:17:14.126825366,Shipped,270.83,PayPal,Books,Brasilia,5,4
ORD00914,CUST1433,2023-05-14 07:47:31.050210042,Delivered,395.34,Debit Card,Home & Garden,Fortaleza,3,8
ORD00915,CUST0824,2023-05-14 11:17:47.973594720,Processing,94.71,Credit Card,Books,Rio de Janeiro,4,10
ORD00916,CUST0929,2023-05-14 14:48:04.896979396,Shipped,208.13,PayPal,Electronics,Rio de Janeiro,5,7
ORD00917,CUST0934,2023-05-14 18:18:21.820364072,Delivered,255.2,Credit Card,Electronics,Rio de Janeiro,4,14
ORD00918,CUST1141,2023-05-14 21:48:38.743748750,Delivered,73.0,Cash,Books,Brasilia,5,7
ORD00919,CUST0134,2023-05-15 01:18:55.667133426,Delivered,221.37,PayPal,Beauty,Fortaleza,4,9
ORD00920,CUST0058,2023-05-15 04:49:12.590518104,Delivered,171.92,Debit Card,Beauty,Fortaleza,4,10
ORD00921,CUST1580,2023-05-15 08:19:29.513902780,Delivered,37.08,Credit Card,Beauty,Brasilia,5,14
ORD00922,CUST0685,2023-05-15 11:49:46.437287458,Delivered,85.63,Credit Card,Books,Sao Paulo,4,2
ORD00923,CUST0672,2023-05-15 15:20:03.360672134,Delivered,386.74,Credit Card,Beauty,Salvador,4,5
ORD00924,CUST0173,2023-05-15 18:50:20.284056812,Delivered,28.66,Credit Card,Clothing,Sao Paulo,5,3
ORD00925,CUST1853,2023-05-15 22:20:37.207441488,Delivered,468.44,Credit Card,Books,Rio de Janeiro,4,7
ORD00926,CUST0815,2023-05-16 01:50:54.130826166,Delivered,61.48,Cash,Electronics,Sao Paulo,4,3
ORD00927,CUST1173,2023-05-16 05:21:11.054210842,Shipped,403.63,Credit Card,Beauty,Brasilia,5,5
ORD00928,CUST0080,2023-05-16 08:51:27.977595520,Delivered,451.34,Debit Card,Home & Garden,Rio de Janeiro,5,5
ORD00929,CUST0886,2023-05-16 12:21:44.900980196,Delivered,471.75,Debit Card,Beauty,Salvador,4,2
ORD00930,CUST1237,2023-05-16 15:52:01.824364874,Delivered,436.39,PayPal,Electronics,Rio de Janeiro,5,11
ORD00931,CUST0203,2023-05-16 19:22:18.747749550,Delivered,158.02,Credit Card,Clothing,Sao Paulo,5,1
ORD00932,CUST0764,2023-05-16 22:52:35.671134226,Delivered,179.88,Credit Card,Books,Fortaleza,5,12
ORD00933,CUST1253,2023-05-17 02:22:52.594518904,Processing,224.74,PayPal,Beauty,Fortaleza,4,6
ORD00934,CUST1700,2023-05-17 05:53:09.517903580,Delivered,86.86,PayPal,Home & Garden,Fortaleza,5,13
ORD00935,CUST1251,2023-05-17 09:23:26.441288258,Delivered,30.69,Cash,Electronics,Rio de Janeiro,3,1
ORD00936,CUST1683,2023-05-17 12:53:43.364672934,Delivered,437.18,Debit Card,Home & Garden,Fortaleza,5,9
ORD00937,CUST1556,2023-05-17 16:24:00.288057612,Shipped,285.98,Credit Card,Sports,Brasilia,5,10
ORD00938,CUST1465,2023-05-17 19:54:17.211442288,Delivered,312.19,Debit Card,Electronics,Salvador,5,5
ORD00939,CUST1426,2023-05-17 23:24:34.134826966,Delivered,464.95,Credit Card,Sports,Fortaleza,5,1
ORD00940,CUST0047,2023-05-18 02:54:51.058211642,Delivered,339.26,Debit Card,Home & Garden,Brasilia,4,12
ORD00941,CUST1257,2023-05-18 06:25:07.981596320,Delivered,351.61,Debit Card,Books,Brasilia,4,8
ORD00942,CUST1329,2023-05-18 09:55:24.904980996,Delivered,397.74,Debit Card,Books,Rio de Janeiro,5,1
ORD00943,CUST1550,2023-05-18 13:25:41.828365674,Delivered,75.85,Cash,Books,Rio de Janeiro,4,4
ORD00944,CUST1167,2023-05-18 16:55:58.751750350,Processing,192.88,Debit Card,Sports,Salvador,5,7
ORD00945,CUST1439,2023-05-18 20:26:15.675135028,Delivered,484.74,Credit Card,Books,Salvador,3,4
ORD00946,CUST1537,2023-05-18 23:56:32.598519704,Delivered,463.01,Credit Card,Clothing,Sao Paulo,5,12
ORD00947,CUST1397,2023-05-19 03:26:49.521904382,Delivered,444.36,PayPal,Electronics,Salvador,5,5
ORD00948,CUST1590,2023-05-19 06:57:06.445289058,Delivered,237.0,Credit Card,Electronics,Rio de Janeiro,4,7
ORD00949,CUST1910,2023-05-19 10:27:23.368673734,Delivered,431.45,Credit Card,Home & Garden,Brasilia,4,4
ORD00950,CUST1283,2023-05-19 13:57:40.292058412,Delivered,43.23,Credit Card,Beauty,Sao Paulo,5,5
ORD00951,CUST0656,2023-05-19 17:27:57.215443088,Shipped,91.29,Debit Card,Sports,Salvador,1,7
ORD00952,CUST0471,2023-05-19 20:58:14.138827766,Delivered,218.7,Credit Card,Electronics,Brasilia,5,1
ORD00953,CUST1977,2023-05-20 00:28:31.062212442,Delivered,252.03,Cash,Sports,Rio de Janeiro,5,12
ORD00954,CUST0971,2023-05-20 03:58:47.985597120,Delivered,146.48,Cash,Home & Garden,Fortaleza,4,3
ORD00955,CUST1036,2023-05-20 07:29:04.908981796,Delivered,191.11,Cash,Books,Sao Paulo,5,1
ORD00956,CUST1354,2023-05-20 10:59:21.832366474,Delivered,98.13,Credit Card,Beauty,Brasilia,4,14
ORD00957,CUST0736,2023-05-20 14:29:38.755751150,Delivered,254.78,Cash,Home & Garden,Rio de Janeiro,4,3
ORD00958,CUST0784,2023-05-20 17:59:55.679135828,Delivered,401.04,Cash,Clothing,Rio de Janeiro,4,11
ORD00959,CUST0968,2023-05-20 21:30:12.602520504,Processing,337.45,Cash,Books,Sao Paulo,5,2
ORD00960,CUST0358,2023-05-21 01:00:29.525905182,Delivered,71.74,Debit Card,Books,Sao Paulo,5,5
ORD00961,CUST0972,2023-05-21 04:30:46.449289858,Delivered,254.04,Debit Card,Books,Salvador,3,10
ORD00962,CUST1432,2023-05-21 08:01:03.372674536,Delivered,354.87,Credit Card,Home & Garden,Salvador,4,5
ORD00963,CUST0668,2023-05-21 11:31:20.296059212,Cancelled,274.35,PayPal,Clothing,Sao Paulo,2,10
ORD00964,CUST0373,2023-05-21 15:01:37.219443888,Delivered,208.0,Credit Card,Beauty,Sao Paulo,5,9
ORD00965,CUST1032,2023-05-21 18:31:54.142828566,Delivered,318.52,Credit Card,Sports,Brasilia,4,8
ORD00966,CUST1146,2023-05-21 22:02:11.066213242,Delivered,484.95,Cash,Home & Garden,Salvador,5,3
ORD00967,CUST1372,2023-05-22 01:32:27.989597920,Delivered,65.56,Credit Card,Electronics,Rio de Janeiro,4,1
ORD00968,CUST0676,2023-05-22 05:02:44.912982596,Delivered,207.21,Credit Card,Electronics,Salvador,5,5
ORD00969,CUST0090,2023-05-22 08:33:01.836367274,Delivered,215.17,Cash,Home & Garden,Salvador,5,11
ORD00970,CUST1672,2023-05-22 12:03:18.759751950,Delivered,296.94,Cash,Sports,Sao Paulo,5,3
ORD00971,CUST0698,2023-05-22 15:33:35.683136628,Delivered,93.04,Credit Card,Electronics,Sao Paulo,2,5
ORD00972,CUST1340,2023-05-22 19:03:52.606521304,Delivered,104.79,PayPal,Sports,Salvador,5,9
ORD00973,CUST1202,2023-05-22 22:34:09.529905982,Delivered,156.97,Credit Card,Books,Fortaleza,5,11
ORD00974,CUST0540,2023-05-23 02:04:26.453290658,Delivered,478.82,Credit Card,Home & Garden,Fortaleza,5,14
ORD00975,CUST0732,2023-05-23 05:34:43.376675336,Delivered,372.37,Credit Card,Books,Salvador,1,1
ORD00976,CUST0869,2023-05-23 09:05:00.300060012,Processing,337.61,Credit Card,Electronics,Fortaleza,5,1
ORD00977,CUST0041,2023-05-23 12:35:17.223444690,Delivered,412.14,Credit Card,Sports,Salvador,4,9
ORD00978,CUST0740,2023-05-23 16:05:34.146829366,Shipped,81.24,Credit Card,Books,Sao Paulo,4,3
ORD00979,CUST1728,2023-05-23 19:35:51.070214042,Delivered,432.48,Cash,Electronics,Sao Paulo,4,12
ORD00980,CUST1947,2023-05-23 23:06:07.993598720,Delivered,305.52,Debit Card,Clothing,Sao Paulo,5,10
