order_id,customer_id,order_date,order_status,total_amount,payment_method,customer_city,customer_state,product_category,customer_rating,delivery_days
ORD000669,CUST01313,2023-04-08 13:08:24.820964193,Delivered,175.64,Debit Card,Sao Paulo,BA,Home & Garden,5,2
ORD000670,CUST01278,2023-04-08 16:38:41.744348870,Delivered,73.3,Credit Card,Salvador,BA,Home & Garden,5,4
ORD000671,CUST01758,2023-04-08 20:08:58.667733547,Delivered,232.53,Credit Card,Brasilia,DF,Clothing,5,7
ORD000672,CUST00357,2023-04-08 23:39:15.591118224,Delivered,141.56,Debit Card,Fortaleza,RJ,Books,4,1
ORD000673,CUST00023,2023-04-09 03:09:32.514502901,Delivered,456.43,Credit Card,Fortaleza,SP,Beauty,4,1
ORD000674,CUST01786,2023-04-09 06:39:49.437887578,Delivered,68.84,Credit Card,Fortaleza,BA,Home & Garden,5,8
ORD000675,CUST00522,2023-04-09 10:10:06.361272255,Cancelled,43.59,Debit Card,Fortaleza,SP,Sports,4,6
ORD000676,CUST01782,2023-04-09 13:40:23.284656931,Delivered,22.55,Cash,Salvador,CE,Electronics,5,2
ORD000677,CUST01861,2023-04-09 17:10:40.208041608,Delivered,177.47,Debit Card,Fortaleza,DF,Sports,5,10
ORD000678,CUST01124,2023-04-09 20:40:57.131426285,Shipped,336.99,Credit Card,Salvador,SP,Electronics,4,10
ORD000679,CUST00802,2023-04-10 00:11:14.054810962,Delivered,370.6,Credit Card,Sao Paulo,DF,Beauty,5,1
ORD000680,CUST01204,2023-04-10 03:41:30.978195639,Delivered,237.57,Credit Card,Sao Paulo,CE,Sports,4,3
ORD000681,CUST01247,2023-04-10 07:11:47.901580316,Delivered,348.48,Credit Card,Fortaleza,SP,Home & Garden,4,12
ORD000682,CUST01930,2023-04-10 10:42:04.824964993,Delivered,192.76,Credit Card,Fortaleza,SP,Books,4,4
ORD000683,CUST00762,2023-04-10 14:12:21.748349670,Delivered,340.55,Debit Card,Fortaleza,CE,Electronics,5,13
ORD000684,CUST01683,2023-04-10 17:42:38.671734347,Delivered,39.49,Credit Card,Sao Paulo,RJ,Books,4,5
ORD000685,CUST00442,2023-04-10 21:12:55.595119024,Delivered,207.56,Credit Card,Brasilia,SP,Beauty,4,11
ORD000686,CUST01632,2023-04-11 00:43:12.518503701,Delivered,399.61,Debit Card,Sao Paulo,SP,Books,4,10
ORD000687,CUST00769,2023-04-11 04:13:29.441888378,Processing,405.44,Credit Card,Fortaleza,BA,Home & Garden,4,3
ORD000688,CUST01016,2023-04-11 07:43:46.365273055,Delivered,363.75,Cash,Brasilia,RJ,Beauty,5,13
ORD000689,CUST01349,2023-04-11 11:14:03.288657732,Delivered,118.03,Credit Card,Brasilia,SP,Clothing,3,14
ORD000690,CUST00516,2023-04-11 14:44:20.212042409,Processing,138.66,PayPal,Rio de Janeiro,CE,Clothing,5,5
ORD000691,CUST01040,2023-04-11 18:14:37.135427086,Delivered,498.12,PayPal,Salvador,DF,Electronics,4,12
ORD000692,CUST00792,2023-04-11 21:44:54.058811762,Cancelled,69.62,PayPal,Fortaleza,CE,Home & Garden,5,7
ORD000693,CUST00336,2023-04-12 01:15:10.982196439,Delivered,106.72,Credit Card,Salvador,RJ,Books,3,11
ORD000694,CUST01783,2023-04-12 04:45:27.905581116,Delivered,82.41,Cash,Rio de Janeiro,BA,Sports,5,9
ORD000695,CUST00258,2023-04-12 08:15:44.828965793,Delivered,177.27,Credit Card,Salvador,BA,Sports,4,5
ORD000696,CUST00497,2023-04-12 11:46:01.752350470,Delivered,120.88,Credit Card,Fortaleza,BA,Beauty,5,4
ORD000697,CUST00896,2023-04-12 15:16:18.675735147,Delivered,258.89,Credit Card,Rio de Janeiro,CE,Electronics,5,10
ORD000698,CUST00160,2023-04-12 18:46:35.599119824,Processing,248.49,Credit Card,Salvador,DF,Electronics,5,11
ORD000699,CUST01499,2023-04-12 22:16:52.522504501,Delivered,452.72,Credit Card,Sao Paulo,DF,Electronics,5,13
ORD000700,CUST00852,2023-04-13 01:47:09.445889178,Delivered,36.68,Credit Card,Brasilia,SP,Home & Garden,3,9
ORD000701,CUST01688,2023-04-13 05:17:26.369273855,Shipped,173.54,Credit Card,Rio de Janeiro,DF,Sports,5,8
ORD000702,CUST01932,2023-04-13 08:47:43.292658532,Delivered,306.4,Debit Card,Sao Paulo,DF,Beauty,4,5
ORD000703,CUST00690,2023-04-13 12:18:00.216043209,Delivered,310.3,Credit Card,Fortaleza,SP,Home & Garden,5,9
ORD000704,CUST01699,2023-04-13 15:48:17.139427886,Shipped,250.46,Debit Card,Brasilia,CE,Beauty,5,11
ORD000705,CUST00380,2023-04-13 19:18:34.062812563,Delivered,411.52,Cash,Rio de Janeiro,CE,Home & Garden,5,14
ORD000706,CUST01569,2023-04-13 22:48:50.986197240,Delivered,50.11,Credit Card,Brasilia,RJ,Books,3,9
ORD000707,CUST01953,2023-04-14 02:19:07.909581916,Shipped,411.43,Debit Card,Rio de Janeiro,CE,Home & Garden,4,1
ORD000708,CUST00957,2023-04-14 05:49:24.832966593,Delivered,257.48,Cash,Rio de Janeiro,BA,Home & Garden,4,12
ORD000709,CUST00691,2023-04-14 09:19:41.756351270,Delivered,84.21,Credit Card,Salvador,BA,Books,3,6
ORD000710,CUST01451,2023-04-14 12:49:58.679735947,Delivered,445.14,Credit Card,Brasilia,RJ,Clothing,2,11
ORD000711,CUST01637,2023-04-14 16:20:15.603120624,Delivered,331.63,PayPal,Brasilia,DF,Books,4,5
ORD000712,CUST01292,2023-04-14 19:50:32.526505301,Shipped,98.5,Cash,Sao Paulo,RJ,Electronics,5,6
ORD000713,CUST01859,2023-04-14 23:20:49.449889978,Delivered,36.15,Debit Card,Fortaleza,SP,Clothing,5,10
ORD000714,CUST01601,2023-04-15 02:51:06.373274655,Delivered,87.73,Credit Card,Sao Paulo,RJ,Sports,5,3
ORD000715,CUST01441,2023-04-15 06:21:23.296659332,Delivered,312.22,Cash,Salvador,RJ,Beauty,4,14
ORD000716,CUST01192,2023-04-15 09:51:40.220044008,Delivered,106.06,Credit Card,Rio de Janeiro,BA,Home & Garden,5,3
ORD000717,CUST01866,2023-04-15 13:21:57.143428686,Delivered,128.37,Credit Card,Salvador,SP,Clothing,5,10
ORD000718,CUST01067,2023-04-15 16:52:14.066813362,Delivered,32.07,Credit Card,Salvador,SP,Sports,5,5
ORD000719,CUST01580,2023-04-15 20:22:30.990198040,Delivered,367.01,Credit Card,Sao Paulo,RJ,Books,2,7
ORD000720,CUST00285,2023-04-15 23:52:47.913582716,Delivered,408.97,PayPal,Rio de Janeiro,SP,Books,4,4
ORD000721,CUST00397,2023-04-16 03:23:04.836967394,Delivered,402.49,PayPal,Fortaleza,SP,Electronics,5,6
ORD000722,CUST00012,2023-04-16 06:53:21.760352070,Delivered,81.23,Debit Card,Salvador,CE,Electronics,4,5
ORD000723,CUST01631,2023-04-16 10:23:38.683736748,Delivered,453.58,Credit Card,Fortaleza,SP,Clothing,5,2
ORD000724,CUST01326,2023-04-16 13:53:55.607121424,Delivered,342.69,Debit Card,Rio de Janeiro,DF,Beauty,3,13
ORD000725,CUST01922,2023-04-16 17:24:12.530506102,Delivered,450.81,Debit Card,Rio de Janeiro,SP,Home & Garden,3,11
ORD000726,CUST01277,2023-04-16 20:54:29.453890778,Delivered,234.64,Credit Card,Sao Paulo,BA,Books,5,12
ORD000727,CUST00499,2023-04-17 00:24:46.377275456,Delivered,229.74,Cash,Brasilia,CE,Clothing,4,1
ORD000728,CUST00754,2023-04-17 03:55:03.300660132,Delivered,396.58,PayPal,Sao Paulo,BA,Clothing,4,6
ORD000729,CUST00035,2023-04-17 07:25:20.224044810,Delivered,64.78,Debit Card,Fortaleza,BA,Beauty,4,5
ORD000730,CUST00727,2023-04-17 10:55:37.147429486,Delivered,270.02,Credit Card,Sao Paulo,DF,Clothing,5,9
ORD000731,CUST00849,2023-04-17 14:25:54.070814162,Delivered,421.46,Debit Card,Rio de Janeiro,CE,Electronics,2,12
ORD000732,CUST00090,2023-04-17 17:56:10.994198840,Delivered,418.49,Cash,Salvador,RJ,Beauty,5,7
ORD000733,CUST00776,2023-04-17 21:26:27.917583516,Cancelled,478.94,Credit Card,Brasilia,SP,Books,4,1
ORD000734,CUST00605,2023-04-18 00:56:44.840968194,Delivered,355.17,PayPal,Rio de Janeiro,DF,Electronics,5,13
ORD000735,CUST01946,2023-04-18 04:27:01.764352870,Delivered,119.73,Credit Card,Salvador,DF,Electronics,5,10
ORD000736,CUST00970,2023-04-18 07:57:18.687737548,Cancelled,29.73,Debit Card,Fortaleza,RJ,Beauty,4,6
ORD000737,CUST01626,2023-04-18 11:27:35.611122224,Delivered,250.12,Debit Card,Fortaleza,DF,Beauty,3,11
ORD000738,CUST01022,2023-04-18 14:57:52.534506902,Processing,266.58,Debit Card,Fortaleza,RJ,Clothing,3,7
ORD000739,CUST00418,2023-04-18 18:28:09.457891578,Delivered,135.33,PayPal,Sao Paulo,RJ,Sports,5,3
ORD000740,CUST00115,2023-04-18 21:58:26.381276256,Delivered,79.85,Credit Card,Fortaleza,RJ,Sports,3,14
ORD000741,CUST00617,2023-04-19 01:28:43.304660932,Delivered,301.38,Credit Card,Fortaleza,DF,Sports,4,9
ORD000742,CUST01927,2023-04-19 04:59:00.228045610,Delivered,386.84,Debit Card,Sao Paulo,RJ,Clothing,4,11
ORD000743,CUST01220,2023-04-19 08:29:17.151430286,Delivered,496.71,Credit Card,Salvador,DF,Home & Garden,4,14
ORD000744,CUST00826,2023-04-19 11:59:34.074814964,Delivered,383.99,Credit Card,Rio de Janeiro,CE,Books,2,14
ORD000745,CUST01525,2023-04-19 15:29:50.998199640,Delivered,400.94,Credit Card,Brasilia,RJ,Clothing,5,11
ORD000746,CUST01650,2023-04-19 19:00:07.921584316,Delivered,315.9,Credit Card,Fortaleza,DF,Clothing,5,2
ORD000747,CUST01517,2023-04-19 22:30:24.844968994,Delivered,493.24,Debit Card,Fortaleza,DF,Electronics,4,1
ORD000748,CUST01099,2023-04-20 02:00:41.768353670,Delivered,327.18,Debit Card,Fortaleza,DF,Sports,5,10
ORD000749,CUST00413,2023-04-20 05:30:58.691738348,Shipped,432.92,Credit Card,Sao Paulo,SP,Beauty,5,10
ORD000750,CUST01400,2023-04-20 09:01:15.615123024,Delivered,473.98,Credit Card,Sao Paulo,SP,Clothing,5,12
ORD000751,CUST01444,2023-04-20 12:31:32.538507702,Delivered,466.33,Credit Card,Sao Paulo,RJ,Home & Garden,5,9
ORD000752,CUST00729,2023-04-20 16:01:49.461892378,Delivered,203.08,Credit Card,Brasilia,CE,Books,5,7
ORD000753,CUST01301,2023-04-20 19:32:06.385277056,Delivered,57.76,Credit Card,Rio de Janeiro,RJ,Home & Garden,5,10
ORD000754,CUST01021,2023-04-20 23:02:23.308661732,Delivered,102.5,Credit Card,Fortaleza,BA,Clothing,5,13
ORD000755,CUST00761,2023-04-21 02:32:40.232046410,Delivered,48.43,Debit Card,Salvador,BA,Clothing,4,11
ORD000756,CUST00676,2023-04-21 06:02:57.155431086,Delivered,70.59,Debit Card,Fortaleza,CE,Electronics,4,1
ORD000757,CUST01418,2023-04-21 09:33:14.078815764,Delivered,108.63,Credit Card,Fortaleza,CE,Home & Garden,4,4
ORD000758,CUST01893,2023-04-21 13:03:31.002200440,Delivered,183.73,Debit Card,Fortaleza,CE,Electronics,5,10
ORD000759,CUST00457,2023-04-21 16:33:47.925585118,Delivered,280.9,Cash,Fortaleza,SP,Beauty,4,13
ORD000760,CUST00920,2023-04-21 20:04:04.848969794,Delivered,361.61,Credit Card,Rio de Janeiro,SP,Home & Garden,5,3
ORD000761,CUST00192,2023-04-21 23:34:21.772354472,Delivered,121.25,Credit Card,Salvador,BA,Sports,4,11
ORD000762,CUST00739,2023-04-22 03:04:38.695739148,Delivered,342.81,Debit Card,Sao Paulo,CE,Beauty,5,7
ORD000763,CUST01713,2023-04-22 06:34:55.619123824,Delivered,358.04,Credit Card,Salvador,DF,Sports,2,5
ORD000764,CUST01123,2023-04-22 10:05:12.542508502,Delivered,288.14,Debit Card,Fortaleza,BA,Home & Garden,5,9
ORD000765,CUST01572,2023-04-22 13:35:29.465893178,Delivered,453.74,PayPal,Salvador,CE,Electronics,5,11
ORD000766,CUST00978,2023-04-22 17:05:46.389277856,Delivered,73.28,Credit Card,Fortaleza,DF,Sports,4,3
ORD000767,CUST01009,2023-04-22 20:36:03.312662532,Delivered,105.02,Debit Card,Salvador,CE,Clothing,4,11
ORD000768,CUST00096,2023-04-23 00:06:20.236047210,Delivered,225.76,Debit Card,Brasilia,RJ,Books,5,6
ORD000769,CUST01688,2023-04-23 03:36:37.159431886,Delivered,80.82,Credit Card,Salvador,DF,Electronics,4,10
ORD000770,CUST00663,2023-04-23 07:06:54.082816564,Delivered,291.82,Credit Card,Sao Paulo,RJ,Beauty,5,2
ORD000771,CUST01214,2023-04-23 10:37:11.006201240,Delivered,211.23,PayPal,Sao Paulo,SP,Beauty,5,3
ORD000772,CUST01760,2023-04-23 14:07:27.929585918,Delivered,156.61,Cash,Salvador,BA,Home & Garden,5,4
ORD000773,CUST00037,2023-04-23 17:37:44.852970594,Delivered,101.6,PayPal,Salvador,CE,Beauty,5,6
ORD000774,CUST01804,2023-04-23 21:08:01.776355272,Delivered,180.96,Cash,Rio de Janeiro,BA,Books,5,11
ORD000775,CUST01393,2023-04-24 00:38:18.699739948,Delivered,311.82,Credit Card,Salvador,CE,Books,5,1
ORD000776,CUST01719,2023-04-24 04:08:35.623124626,Delivered,296.38,Credit Card,Sao Paulo,RJ,Clothing,5,6
ORD000777,CUST01549,2023-04-24 07:38:52.546509302,Shipped,98.54,Credit Card,Brasilia,DF,Beauty,4,4
ORD000778,CUST00279,2023-04-24 11:09:09.469893978,Delivered,79.96,Credit Card,Sao Paulo,DF,Electronics,3,8
ORD000779,CUST00217,2023-04-24 14:39:26.393278656,Delivered,32.8,PayPal,Rio de Janeiro,CE,Books,4,9
ORD000780,CUST00867,2023-04-24 18:09:43.316663332,Delivered,25.96,Cash,Salvador,RJ,Electronics,5,8
ORD000781,CUST00873,2023-04-24 21:40:00.240048010,Delivered,442.31,PayPal,Brasilia,CE,Clothing,3,8
ORD000782,CUST01822,2023-04-25 01:10:17.163432686,Delivered,41.64,Debit Card,Sao Paulo,CE,Home & Garden,5,13
ORD000783,CUST01297,2023-04-25 04:40:34.086817364,Delivered,370.99,Credit Card,Brasilia,CE,Books,4,13
ORD000784,CUST01905,2023-04-25 08:10:51.010202040,Delivered,438.55,Credit Card,Fortaleza,DF,Books,5,2
ORD000785,CUST00062,2023-04-25 11:41:07.933586718,Delivered,67.07,Credit Card,Sao Paulo,CE,Books,4,14
ORD000786,CUST00596,2023-04-25 15:11:24.856971394,Delivered,229.42,Debit Card,Fortaleza,DF,Beauty,4,10
ORD000787,CUST01904,2023-04-25 18:41:41.780356072,Shipped,481.91,Credit Card,Brasilia,SP,Electronics,2,2
ORD000788,CUST00729,2023-04-25 22:11:58.703740748,Shipped,420.39,Cash,Salvador,RJ,Books,4,6
ORD000789,CUST01366,2023-04-26 01:42:15.627125426,Delivered,255.06,PayPal,Salvador,SP,Electronics,4,5
ORD000790,CUST00397,2023-04-26 05:12:32.550510102,Delivered,386.03,Credit Card,Salvador,CE,Beauty,5,6
ORD000791,CUST00699,2023-04-26 08:42:49.473894780,Delivered,420.02,Credit Card,Fortaleza,DF,Sports,4,9
ORD000792,CUST01043,2023-04-26 12:13:06.397279456,Delivered,187.05,Debit Card,Salvador,RJ,Sports,5,12
ORD000793,CUST00177,2023-04-26 15:43:23.320664132,Delivered,448.23,Credit Card,Rio de Janeiro,BA,Electronics,4,10
ORD000794,CUST01636,2023-04-26 19:13:40.244048810,Delivered,245.83,PayPal,Sao Paulo,RJ,Beauty,1,7
ORD000795,CUST00396,2023-04-26 22:43:57.167433486,Delivered,273.35,Debit Card,Sao Paulo,RJ,Sports,5,5
ORD000796,CUST00445,2023-04-27 02:14:14.090818164,Processing,499.86,Credit Card,Brasilia,CE,Clothing,2,10
ORD000797,CUST01257,2023-04-27 05:44:31.014202840,Delivered,424.79,Credit Card,Fortaleza,SP,Clothing,5,7
ORD000798,CUST01939,2023-04-27 09:14:47.937587518,Delivered,193.65,Credit Card,Sao Paulo,SP,Sports,5,8
ORD000799,CUST00076,2023-04-27 12:45:04.860972194,Delivered,24.97,PayPal,Fortaleza,BA,Home & Garden,4,11
ORD000800,CUST00265,2023-04-27 16:15:21.784356872,Delivered,320.56,Credit Card,Brasilia,CE,Electronics,5,12
ORD000801,CUST00455,2023-04-27 19:45:38.707741548,Delivered,357.88,PayPal,Salvador,RJ,Sports,3,1
ORD000802,CUST01820,2023-04-27 23:15:55.631126226,Delivered,332.39,Debit Card,Brasilia,SP,Electronics,5,10
ORD000803,CUST00718,2023-04-28 02:46:12.554510902,Delivered,484.57,Debit Card,Rio de Janeiro,SP,Beauty,5,11
ORD000804,CUST00735,2023-04-28 06:16:29.477895580,Delivered,434.23,Credit Card,Salvador,DF,Sports,5,11
ORD000805,CUST01408,2023-04-28 09:46:46.401280256,Delivered,235.44,Debit Card,Salvador,RJ,Clothing,4,7
ORD000806,CUST01588,2023-04-28 13:17:03.324664934,Delivered,50.17,Debit Card,Salvador,CE,Beauty,4,4
ORD000807,CUST00851,2023-04-28 16:47:20.248049610,Delivered,248.51,Debit Card,Brasilia,SP,Home & Garden,5,5
ORD000808,CUST01530,2023-04-28 20:17:37.171434286,Delivered,350.84,PayPal,Rio de Janeiro,CE,Electronics,5,13
ORD000809,CUST01391,2023-04-28 23:47:54.094818964,Delivered,311.7,Debit Card,Fortaleza,RJ,Home & Garden,5,2
ORD000810,CUST00144,2023-04-29 03:18:11.018203640,Delivered,278.31,PayPal,Brasilia,RJ,Clothing,4,10
ORD000811,CUST00885,2023-04-29 06:48:27.941588318,Delivered,245.03,Credit Card,Sao Paulo,SP,Books,5,5
ORD000812,CUST01093,2023-04-29 10:18:44.864972994,Delivered,161.01,PayPal,Sao Paulo,BA,Books,5,9
ORD000813,CUST01123,2023-04-29 13:49:01.788357672,Cancelled,153.13,Credit Card,Brasilia,CE,Electronics,4,1
ORD000814,CUST00396,2023-04-29 17:19:18.711742348,Delivered,260.11,PayPal,Fortaleza,CE,Beauty,5,3
ORD000815,CUST01049,2023-04-29 20:49:35.635127026,Delivered,97.09,Cash,Sao Paulo,DF,Clothing,4,4
ORD000816,CUST00948,2023-04-30 00:19:52.558511702,Delivered,183.53,Credit Card,Fortaleza,RJ,Electronics,4,9
ORD000817,CUST00891,2023-04-30 03:50:09.481896380,Delivered,175.51,Debit Card,Salvador,RJ,Beauty,3,2
ORD000818,CUST01493,2023-04-30 07:20:26.405281056,Delivered,301.82,Debit Card,Brasilia,SP,Electronics,5,7
ORD000819,CUST01508,2023-04-30 10:50:43.328665734,Delivered,52.01,Credit Card,Salvador,SP,Electronics,5,9
ORD000820,CUST01589,2023-04-30 14:21:00.252050410,Delivered,418.24,Credit Card,Sao Paulo,SP,Home & Garden,5,12
ORD000821,CUST01175,2023-04-30 17:51:17.175435088,Delivered,289.94,Credit Card,Fortaleza,DF,Sports,3,10
ORD000822,CUST01168,2023-04-30 21:21:34.098819764,Shipped,342.0,PayPal,Salvador,BA,Clothing,4,4
ORD000823,CUST00569,2023-05-01 00:51:51.022204442,Delivered,357.49,PayPal,Sao Paulo,SP,Home & Garden,5,5
ORD000824,CUST01063,2023-05-01 04:22:07.945589118,Delivered,159.91,Debit Card,Rio de Janeiro,SP,Beauty,5,12
ORD000825,CUST00109,2023-05-01 07:52:24.868973794,Shipped,245.78,Debit Card,Salvador,SP,Sports,5,12
ORD000826,CUST01717,2023-05-01 11:22:41.792358472,Delivered,479.0,Debit Card,Rio de Janeiro,DF,Electronics,2,12
ORD000827,CUST01066,2023-05-01 14:52:58.715743148,Delivered,388.02,Credit Card,Rio de Janeiro,CE,Books,5,10
ORD000828,CUST01210,2023-05-01 18:23:15.639127826,Delivered,485.39,Credit Card,Sao Paulo,BA,Home & Garden,5,4
ORD000829,CUST00935,2023-05-01 21:53:32.562512502,Delivered,378.2,Debit Card,Brasilia,CE,Clothing,5,12
ORD000830,CUST00398,2023-05-02 01:23:49.485897180,Delivered,104.29,Cash,Fortaleza,RJ,Clothing,5,7
ORD000831,CUST01247,2023-05-02 04:54:06.409281856,Delivered,50.98,Debit Card,Sao Paulo,RJ,Sports,5,8
ORD000832,CUST00634,2023-05-02 08:24:23.332666534,Delivered,297.28,Debit Card,Salvador,SP,Home & Garden,5,8
ORD000833,CUST01157,2023-05-02 11:54:40.256051210,Delivered,191.75,PayPal,Fortaleza,CE,Electronics,5,14
ORD000834,CUST01187,2023-05-02 15:24:57.179435888,Delivered,152.22,Credit Card,Brasilia,DF,Sports,5,14
ORD000835,CUST01239,2023-05-02 18:55:14.102820564,Delivered,407.46,Debit Card,Sao Paulo,BA,Beauty,4,3
ORD000836,CUST00733,2023-05-02 22:25:31.026205242,Delivered,196.16,Credit Card,Brasilia,CE,Clothing,5,2
ORD000837,CUST00235,2023-05-03 01:55:47.949589918,Processing,172.16,Credit Card,Salvador,CE,Beauty,5,6
ORD000838,CUST01867,2023-05-03 05:26:04.872974596,Delivered,427.99,Debit Card,Sao Paulo,BA,Home & Garden,4,12
ORD000839,CUST00658,2023-05-03 08:56:21.796359272,Shipped,426.22,Debit Card,Salvador,CE,Books,5,1
ORD000840,CUST00751,2023-05-03 12:26:38.719743948,Processing,191.06,Credit Card,Fortaleza,CE,Beauty,5,12
ORD000841,CUST00588,2023-05-03 15:56:55.643128626,Delivered,419.6,Debit Card,Fortaleza,BA,Electronics,4,9
ORD000842,CUST01033,2023-05-03 19:27:12.566513302,Delivered,428.37,Debit Card,Brasilia,DF,Clothing,5,7
ORD000843,CUST01098,2023-05-03 22:57:29.489897980,Delivered,223.49,PayPal,Brasilia,BA,Home & Garden,4,8
ORD000844,CUST00954,2023-05-04 02:27:46.413282656,Delivered,51.91,PayPal,Fortaleza,SP,Books,5,7
ORD000845,CUST00492,2023-05-04 05:58:03.336667334,Delivered,20.76,Credit Card,Rio de Janeiro,SP,Clothing,4,5
ORD000846,CUST00913,2023-05-04 09:28:20.260052010,Delivered,271.18,Cash,Fortaleza,SP,Books,5,5
ORD000847,CUST01277,2023-05-04 12:58:37.183436688,Delivered,185.16,Debit Card,Sao Paulo,SP,Clothing,5,7
ORD000848,CUST01254,2023-05-04 16:28:54.106821364,Processing,498.62,PayPal,Salvador,RJ,Sports,5,7
ORD000849,CUST01543,2023-05-04 19:59:11.030206042,Shipped,390.76,Debit Card,Fortaleza,DF,Sports,5,2
ORD000850,CUST01198,2023-05-04 23:29:27.953590718,Delivered,385.41,Credit Card,Fortaleza,RJ,Sports,3,2
ORD000851,CUST01677,2023-05-05 02:59:44.876975396,Delivered,478.52,Credit Card,Salvador,CE,Home & Garden,5,7
ORD000852,CUST01192,2023-05-05 06:30:01.800360072,Delivered,446.11,Debit Card,Salvador,CE,Sports,3,5
ORD000853,CUST00170,2023-05-05 10:00:18.723744750,Delivered,172.73,Debit Card,Sao Paulo,BA,Home & Garden,5,2
ORD000854,CUST01417,2023-05-05 13:30:35.647129426,Delivered,99.67,Debit Card,Salvador,SP,Electronics,5,1
ORD000855,CUST00946,2023-05-05 17:00:52.570514102,Delivered,378.03,Credit Card,Brasilia,BA,Sports,5,9
ORD000856,CUST00795,2023-05-05 20:31:09.493898780,Delivered,201.57,Credit Card,Fortaleza,CE,Home & Garden,5,11
ORD000857,CUST00634,2023-05-06 00:01:26.417283456,Shipped,247.12,Credit Card,Salvador,SP,Clothing,2,8
ORD000858,CUST01218,2023-05-06 03:31:43.340668134,Delivered,322.59,Debit Card,Sao Paulo,DF,Home & Garden,3,2
ORD000859,CUST01541,2023-05-06 07:02:00.264052810,Delivered,455.78,Credit Card,Salvador,CE,Beauty,5,2
ORD000860,CUST00029,2023-05-06 10:32:17.187437488,Delivered,221.16,Debit Card,Fortaleza,BA,Home & Garden,5,3
ORD000861,CUST01189,2023-05-06 14:02:34.110822164,Delivered,395.99,Credit Card,Rio de Janeiro,BA,Beauty,3,4
ORD000862,CUST01446,2023-05-06 17:32:51.034206842,Delivered,148.8,PayPal,Salvador,CE,Clothing,3,9
ORD000863,CUST00339,2023-05-06 21:03:07.957591518,Processing,355.03,Credit Card,Brasilia,RJ,Home & Garden,5,12
ORD000864,CUST01672,2023-05-07 00:33:24.880976196,Delivered,20.76,Credit Card,Fortaleza,DF,Clothing,1,6
ORD000865,CUST01520,2023-05-07 04:03:41.804360872,Delivered,438.32,Debit Card,Sao Paulo,CE,Beauty,5,3
ORD000866,CUST01389,2023-05-07 07:33:58.727745550,Delivered,34.58,Debit Card,Fortaleza,CE,Books,5,14
ORD000867,CUST01857,2023-05-07 11:04:15.651130226,Delivered,362.12,Credit Card,Rio de Janeiro,BA,Sports,5,8
ORD000868,CUST01366,2023-05-07 14:34:32.574514904,Delivered,42.2,Cash,Sao Paulo,SP,Beauty,1,6
ORD000869,CUST00500,2023-05-07 18:04:49.497899580,Delivered,147.8,Credit Card,Rio de Janeiro,SP,Electronics,1,8
ORD000870,CUST01681,2023-05-07 21:35:06.421284256,Delivered,258.66,Credit Card,Rio de Janeiro,SP,Home & Garden,5,10
ORD000871,CUST00511,2023-05-08 01:05:23.344668934,Delivered,221.57,Credit Card,Brasilia,BA,Clothing,5,12
ORD000872,CUST01351,2023-05-08 04:35:40.268053610,Delivered,112.08,Credit Card,Salvador,SP,Sports,4,2
ORD000873,CUST00217,2023-05-08 08:05:57.191438288,Delivered,180.23,Credit Card,Brasilia,CE,Home & Garden,4,8
ORD000874,CUST01325,2023-05-08 11:36:14.114822964,Shipped,369.3,Credit Card,Brasilia,RJ,Sports,3,11
ORD000875,CUST01156,2023-05-08 15:06:31.038207642,Delivered,341.24,PayPal,Brasilia,RJ,Books,5,5
ORD000876,CUST01828,2023-05-08 18:36:47.961592318,Delivered,54.47,Credit Card,Sao Paulo,RJ,Home & Garden,5,10
ORD000877,CUST01094,2023-05-08 22:07:04.884976996,Delivered,378.71,Debit Card,Salvador,SP,Clothing,3,14
ORD000878,CUST01276,2023-05-09 01:37:21.808361672,Delivered,45.46,Credit Card,Salvador,RJ,Books,4,14
ORD000879,CUST01439,2023-05-09 05:07:38.731746350,Delivered,280.6,Credit Card,Sao Paulo,SP,Home & Garden,5,12
ORD000880,CUST01811,2023-05-09 08:37:55.655131026,Delivered,144.83,Credit Card,Brasilia,CE,Sports,4,4
ORD000881,CUST00445,2023-05-09 12:08:12.578515704,Delivered,302.09,PayPal,Brasilia,CE,Books,5,3
ORD000882,CUST00876,2023-05-09 15:38:29.501900380,Shipped,145.44,Debit Card,Rio de Janeiro,BA,Clothing,5,12
ORD000883,CUST01206,2023-05-09 19:08:46.425285058,Delivered,492.78,PayPal,Rio de Janeiro,BA,Home & Garden,5,9
ORD000884,CUST00167,2023-05-09 22:39:03.348669734,Processing,168.67,Credit Card,Fortaleza,DF,Sports,5,10
ORD000885,CUST00091,2023-05-10 02:09:20.272054412,Delivered,136.14,PayPal,Rio de Janeiro,CE,Sports,5,7
ORD000886,CUST00714,2023-05-10 05:39:37.195439088,Processing,153.66,Debit Card,Salvador,SP,Beauty,5,7
ORD000887,CUST01882,2023-05-10 09:09:54.118823764,Delivered,450.31,Credit Card,Sao Paulo,DF,Books,4,6
ORD000888,CUST01555,2023-05-10 12:40:11.042208442,Delivered,325.39,Credit Card,Brasilia,CE,Home & Garden,3,9
ORD000889,CUST00039,2023-05-10 16:10:27.965593118,Shipped,370.73,Credit Card,Fortaleza,SP,Beauty,5,3
ORD000890,CUST01150,2023-05-10 19:40:44.888977796,Delivered,460.65,Debit Card,Rio de Janeiro,CE,Sports,4,14
